1883.0257568359375,707.3043212890625,1474.8101806640625,690.7785034179688,1480.2406005859375,564.1514892578125,1888.456298828125,580.6773071289062
2301.727783203125,716.8814697265625,1913.3955078125,700.47705078125,1918.87841796875,577.9547119140625,2307.210693359375,594.359130859375
1381.657958984375,775.0994873046875,1208.5263671875,775.0994873046875,1208.5263671875,686.0454711914062,1381.657958984375,686.0454711914062
2101.229736328125,871.3884887695312,1462.851806640625,854.1595458984375,1466.921875,711.80126953125,2105.299560546875,729.0302124023438
2091.157958984375,867.4517211914062,2091.157958984375,752.0114135742188,2386.5,752.0114135742188,2386.5,867.4517211914062
1381.657958984375,893.838134765625,1208.5263671875,893.838134765625,1208.5263671875,804.7841186523438,1381.657958984375,804.7841186523438
2087.5859375,1030.9315185546875,1475.7420654296875,1011.1162109375,1480.19189453125,881.4173583984375,2092.03564453125,901.2327270507812
1544.6053466796875,1777.7813720703125,1398.631591796875,1777.7813720703125,1398.631591796875,1675.5341796875,1544.6053466796875,1675.5341796875
1575.157958984375,1790.9744873046875,1575.157958984375,1688.727294921875,1911.2369384765625,1688.727294921875,1911.2369384765625,1790.9744873046875
1941.789306640625,1790.9744873046875,1941.789306640625,1688.727294921875,2128.499755859375,1688.727294921875,2128.499755859375,1790.9744873046875
2345.76318359375,1790.9744873046875,2159.052734375,1790.9744873046875,2159.052734375,1688.727294921875,2345.76318359375,1688.727294921875
